Label,Flags,Avg Time (s),Std Time (s),Speedup vs O0,PSNR
O0_C3[LOOP_SWAP+LOOP_UNROLL+COMPILER_ASSIST],-DLOOP_SWAP -DLOOP_UNROLL -DCOMPILER_ASSIST,0.7807914,0.006597295341442737,1.4019583207499469,inf
O0_C2[LOOP_SWAP+LOOP_UNROLL],-DLOOP_SWAP -DLOOP_UNROLL,0.7822942,0.00493079966018585,1.3992651358018504,inf
O0_C2[LOOP_UNROLL+COMPILER_ASSIST],-DLOOP_UNROLL -DCOMPILER_ASSIST,0.7956648,0.00421448148385752,1.3757514470917906,inf
O0,-DLOOP_UNROLL,0.7998007,0.012851080249016692,1.3686372117453762,inf
O0_C3[LOOP_SWAP+LOOP_UNROLL+LOOP_UNROLL2],-DLOOP_SWAP -DLOOP_UNROLL -DLOOP_UNROLL2,0.9125505,0.005523248908025054,1.19953580651153,inf
O0_C4[LOOP_SWAP+LOOP_UNROLL+LOOP_UNROLL2+COMPILER_ASSIST],-DLOOP_SWAP -DLOOP_UNROLL -DLOOP_UNROLL2 -DCOMPILER_ASSIST,0.9185656,0.007903719506943834,1.191680811909351,inf
O0_C2[LOOP_UNROLL+LOOP_UNROLL2],-DLOOP_UNROLL -DLOOP_UNROLL2,0.9432121,0.005787254951855675,1.1605417275711372,inf
O0_C3[LOOP_UNROLL+LOOP_UNROLL2+COMPILER_ASSIST],-DLOOP_UNROLL -DLOOP_UNROLL2 -DCOMPILER_ASSIST,0.97254,0.007321264189559983,1.1255444506138566,inf
O0,-DLOOP_SWAP,1.0020244,0.008556884884894351,1.09242549383029,inf
O0_C2[LOOP_SWAP+LOOP_UNROLL2],-DLOOP_SWAP -DLOOP_UNROLL2,1.022783,0.00751608209108975,1.0702534164138435,inf
O0_C3[LOOP_SWAP+LOOP_UNROLL2+COMPILER_ASSIST],-DLOOP_SWAP -DLOOP_UNROLL2 -DCOMPILER_ASSIST,1.023839,0.005087486718519332,1.0691495440201049,inf
O0_C2[LOOP_SWAP+COMPILER_ASSIST],-DLOOP_SWAP -DCOMPILER_ASSIST,1.0730520000000001,0.008532254879768515,1.0201155209626374,inf
O0,-DCOMPILER_ASSIST,1.09417,0.008751403696931497,1.0004268075344782,inf
O0,,1.094637,0.0064891277448427915,1.0,inf
O0,-DLOOP_UNROLL2,1.100363,0.006412985177660188,0.9947962626878586,inf
O0_C2[LOOP_UNROLL2+COMPILER_ASSIST],-DLOOP_UNROLL2 -DCOMPILER_ASSIST,1.108372,0.005816447560343157,0.9876079511211039,inf
